year,team,rank,rating,w:l:sched:10:30,golden mean,predictor,elo score
2017,San Jose State,179, 43.42,   2  11   65.29(  79)    0   0  ,  42.14  182 ,  45.00  173 ,  43.92  179
2017,Chattanooga,180, 43.41,   3   8   51.43( 153)    0   0  ,  43.94  174 ,  43.86  181 ,  41.66  188
2017,Columbia,181, 43.03,   8   2   36.64( 221)    0   0  ,  41.09  187 ,  41.04  190 ,  46.59  168
2017,Liberty,182, 42.83,   6   5   41.71( 199)    0   0  ,  42.17  181 ,  41.07  189 ,  44.37  176
2017,Texas State,183, 42.83,   2  10   58.54( 117)    0   0  ,  42.11  183 ,  43.19  182 ,  43.21  181
2017,Tennessee State,184, 42.68,   6   5   42.38( 194)    0   0  ,  41.68  184 ,  44.06  178 ,  42.87  185
2017,Central Connecticut,185, 42.67,   8   4   41.10( 204)    0   0  ,  40.27  192 ,  41.19  187 ,  46.59  169
2017,Kent State,186, 42.66,   2  10   64.18(  86)    0   1  ,  42.43  177 ,  43.91  180 ,  41.66  187
2017,Northern Colorado,187, 41.87,   3   7   51.88( 149)    0   0  ,  42.29  178 ,  41.08  188 ,  41.10  192
2017,SE Missouri State,188, 41.40,   3   8   43.90( 192)    0   0  ,  42.23  180 ,  39.34  195 ,  40.69  193
2017,Rhode Island,189, 41.28,   3   8   50.38( 160)    0   0  ,  40.83  191 ,  38.78  198 ,  42.91  184
2017,Eastern Illinois,190, 40.96,   6   5   46.06( 178)    0   0  ,  39.09  196 ,  42.53  184 ,  42.32  186
2017,Eastern Kentucky,191, 40.77,   4   7   45.77( 182)    0   0  ,  41.00  189 ,  39.65  193 ,  40.53  194
2017,Harvard,192, 40.73,   5   5   39.08( 212)    0   0  ,  40.12  193 ,  42.51  185 ,  40.00  195
2017,Bethune-Cookman,193, 40.60,   7   4   38.80( 213)    0   0  ,  37.55  202 ,  39.21  196 ,  45.24  175
2017,Ball State,194, 40.15,   2  10   59.35( 110)    0   0  ,  38.74  197 ,  43.04  183 ,  39.95  196
2017,Charlotte,195, 39.80,   1  11   60.00( 105)    0   0  ,  40.94  190 ,  39.90  192 ,  37.15  203
2017,William &amp; Mary,196, 39.39,   2   9   51.55( 152)    0   0  ,  41.01  188 ,  40.31  191 ,  35.18  209
2017,Idaho State,197, 39.09,   4   7   51.94( 148)    0   0  ,  39.32  195 ,  38.30  200 ,  38.63  199
2017,Lehigh,198, 38.95,   5   7   41.18( 202)    0   0  ,  37.05  203 ,  39.04  197 ,  41.23  191
2017,UTEP,199, 38.38,   0  12   62.60(  89)    0   1  ,  39.41  194 ,  39.61  194 ,  35.09  210
2017,Holy Cross,200, 38.31,   4   7   42.33( 195)    0   0  ,  38.39  198 ,  38.70  199 ,  37.35  202
2017,Alcorn State,201, 37.52,   7   5   33.48( 235)    0   0  ,  38.03  199 ,  37.12  204 ,  36.33  206
2017,NC Central,202, 37.37,   7   4   33.80( 232)    0   0  ,  35.42  207 ,  37.87  202 ,  39.47  197
2017,Saint Francis-Pa.,203, 36.62,   5   6   37.91( 216)    0   0  ,  37.90  200 ,  37.48  203 ,  33.08  216
2017,Cal Poly-SLO,204, 36.07,   1  10   50.54( 158)    0   0  ,  37.70  201 ,  38.18  201 ,  30.72  221
2017,Northwestern State,205, 36.04,   4   7   45.57( 183)    0   0  ,  35.14  208 ,  33.97  211 ,  38.06  200
2017,Southern U.,206, 35.94,   7   4   33.12( 238)    0   0  ,  33.53  215 ,  36.23  205 ,  38.74  198
2017,East Tennessee State,207, 35.82,   4   7   49.13( 166)    0   0  ,  35.56  206 ,  35.04  209 ,  36.16  207
2017,Prairie View A&amp;M,208, 35.73,   6   5   33.51( 234)    0   0  ,  35.59  204 ,  33.73  214 ,  36.58  205
2017,Bryant,209, 35.66,   6   5   36.85( 219)    0   0  ,  31.78  218 ,  33.74  213 ,  41.29  190
2017,Howard,210, 35.57,   7   4   34.46( 228)    0   0  ,  34.74  210 ,  32.78  217 ,  37.85  201
2017,Murray State,211, 35.17,   3   8   48.54( 171)    0   0  ,  35.57  205 ,  35.65  207 ,  33.59  214
2017,Stephen F. Austin,212, 34.65,   4   7   44.13( 190)    0   0  ,  34.31  213 ,  35.86  206 ,  33.86  213
2017,Cornell,213, 34.00,   3   7   44.51( 187)    0   0  ,  34.64  212 ,  32.43  220 ,  33.31  215
2017,Wagner,214, 33.45,   4   7   41.37( 200)    0   0  ,  31.74  219 ,  33.11  215 ,  35.68  208
2017,Abilene Christian,215, 33.42,   2   9   46.37( 177)    0   0  ,  34.73  211 ,  32.82  216 ,  30.81  219
2017,Fordham,216, 33.14,   4   7   41.77( 198)    0   0  ,  31.23  220 ,  35.63  208 ,  33.90  212
2017,Portland State,217, 33.04,   0  11   51.84( 150)    0   0  ,  34.84  209 ,  34.11  210 ,  28.06  229
2017,Tennessee Tech,218, 32.91,   1  10   47.35( 175)    0   0  ,  33.81  214 ,  33.75  212 ,  30.12  222
2017,Drake,219, 32.58,   7   4   29.04( 244)    0   0  ,  29.43  223 ,  31.10  224 ,  37.09  204
2017,Sacred Heart,220, 32.52,   4   7   35.48( 225)    0   0  ,  32.81  216 ,  32.43  219 ,  31.50  218
2017,Presbyterian College,221, 32.42,   4   7   44.70( 186)    0   0  ,  30.38  222 ,  32.05  221 ,  35.07  211
2017,Indiana State,222, 30.96,   0  11   58.81( 115)    0   0  ,  30.52  221 ,  32.50  218 ,  30.08  223
2017,Gardner-Webb,223, 30.64,   1  10   48.85( 167)    0   0  ,  32.00  217 ,  31.52  222 ,  26.76  233
2017,Bucknell,224, 29.60,   5   6   34.52( 227)    0   0  ,  29.19  224 ,  31.19  223 ,  28.66  228
2017,Hampton,225, 29.57,   6   5   34.12( 230)    0   0  ,  28.32  227 ,  29.82  225 ,  30.80  220
2017,Dayton,226, 28.56,   5   6   26.22( 249)    0   0  ,  27.73  228 ,  28.50  227 ,  29.37  225
2017,SC State,227, 28.43,   3   7   33.22( 237)    0   0  ,  29.18  225 ,  28.94  226 ,  26.14  235
2017,Florida A&amp;M,228, 27.70,   3   8   34.87( 226)    0   0  ,  28.37  226 ,  26.36  232 ,  26.77  232
2017,Alabama State,229, 27.37,   5   6   33.28( 236)    0   0  ,  25.84  231 ,  26.59  230 ,  29.53  224
2017,Lafayette,230, 27.22,   3   8   39.67( 207)    0   0  ,  25.56  232 ,  27.22  228 ,  29.11  227
2017,Savannah State,231, 27.13,   3   8   36.18( 222)    0   0  ,  24.56  235 ,  22.60  237 ,  32.01  217
2017,Norfolk State,232, 26.94,   4   7   33.62( 233)    0   0  ,  26.10  230 ,  26.76  229 ,  27.81  230
2017,Butler,233, 25.81,   6   5   26.42( 247)    0   0  ,  25.46  233 ,  23.39  234 ,  27.13  231
2017,Lamar,234, 25.47,   2   9   45.03( 185)    0   0  ,  25.28  234 ,  26.59  231 ,  24.49  237
2017,Jackson State,235, 24.19,   3   8   33.04( 239)    0   0  ,  23.09  238 ,  21.65  239 ,  26.60  234
2017,Valparaiso,236, 24.11,   6   5   25.83( 250)    0   0  ,  21.39  242 ,  18.66  247 ,  29.29  226
2017,Houston Baptist,237, 24.04,   1  10   42.28( 196)    0   0  ,  26.15  229 ,  23.32  235 ,  19.38  243
2017,Brown,238, 23.82,   2   8   41.19( 201)    0   0  ,  23.11  237 ,  26.12  233 ,  22.80  238
2017,Campbell,239, 23.55,   6   5   20.89( 254)    0   0  ,  24.31  236 ,  22.76  236 ,  22.12  240
2017,Incarnate Word,240, 21.96,   1  10   47.61( 174)    0   0  ,  21.75  239 ,  21.17  241 ,  22.21  239
2017,Robert Morris,241, 21.49,   2   9   38.69( 214)    0   0  ,  21.50  240 ,  21.96  238 ,  20.58  241
2017,Alabama A&amp;M,242, 21.03,   4   7   32.69( 240)    0   0  ,  21.36  243 ,  20.00  244 ,  20.51  242
2017,Georgetown,243, 20.46,   1  10   36.00( 223)    0   0  ,  21.39  241 ,  21.38  240 ,  17.32  247
2017,Jacksonville,244, 20.17,   7   4   26.26( 248)    0   0  ,  14.71  250 ,  20.49  242 ,  25.35  236
2017,VMI,245, 19.26,   0  11   49.24( 165)    0   0  ,  18.81  245 ,  20.40  243 ,  18.67  245
2017,Morgan State,246, 18.54,   1  10   36.97( 218)    0   0  ,  19.00  244 ,  18.88  245 ,  16.87  248
2017,Delaware State,247, 18.35,   2   9   39.23( 211)    0   0  ,  18.25  246 ,  15.93  249 ,  19.28  244
2017,Texas Southern,248, 17.43,   2   9   29.62( 243)    0   0  ,  17.21  247 ,  16.26  248 ,  17.92  246
2017,Marist,249, 17.08,   4   7   24.85( 252)    0   0  ,  16.19  248 ,  18.82  246 ,  16.76  249
2017,Ark.-Pine Bluff,250, 13.10,   2   9   33.93( 231)    0   0  ,  15.11  249 ,  10.50  251 ,   9.70  252
2017,Morehead State,251, 10.26,   4   7   27.20( 246)    0   0  ,   8.01  252 ,  11.40  250 ,  12.08  250
2017,Stetson,252,  9.99,   2   9   24.51( 253)    0   0  ,   9.11  251 ,   8.96  252 ,  11.33  251
2017,Miss. Valley State,253,  5.69,   2   9   34.17( 229)    0   0  ,   5.30  253 ,   5.48  253 ,   5.91  253
2017,Davidson,254,  3.51,   2   9   25.64( 251)    0   0  ,   4.94  254 ,   1.00  254 ,   1.41  254
2016,Clemson,1,105.35,  14   1   78.24(   3)    3   0  , 100.78    2 , 102.94    2 , 110.32    1
2016,Alabama,2,105.33,  14   1   79.97(   1)    3   1  , 104.80    1 , 105.07    1 , 105.37    2
2016,Michigan,3, 94.05,  10   3   72.11(  49)    1   2  ,  97.44    3 ,  96.13    3 ,  91.76   10
2016,Washington,4, 93.28,  12   2   71.84(  53)    0   2  ,  93.31    5 ,  92.96    5 ,  93.15    5
2016,Ohio State,5, 93.27,  11   2   77.08(   6)    3   1  ,  96.13    4 ,  95.59    4 ,  91.00   11
2016,Oklahoma,6, 93.21,  11   2   75.04(  14)    0   1  ,  90.43    7 ,  91.53    6 ,  95.42    3
2016,LSU,7, 91.99,   8   4   77.49(   5)    0   2  ,  91.83    6 ,  91.50    7 ,  92.05    9
2016,Florida State,8, 91.56,  10   3   79.47(   2)    1   1  ,  90.37    8 ,  90.52    8 ,  92.42    7
2016,Wisconsin,9, 90.59,  11   3   75.33(  13)    1   2  ,  88.33    9 ,  89.25    9 ,  92.21    8
2016,Southern California,10, 89.92,  10   3   74.84(  17)    1   1  ,  86.55   13 ,  87.55   10 ,  93.09    6
2016,Oklahoma State,11, 89.71,  10   3   71.84(  52)    0   1  ,  86.11   15 ,  86.97   13 ,  93.40    4
2016,Miami-Florida,12, 88.28,   9   4   74.40(  26)    0   1  ,  87.57   11 ,  87.54   11 ,  88.72   13
2016,Penn State,13, 87.77,  11   3   73.60(  34)    2   2  ,  86.45   14 ,  87.05   12 ,  88.47   14
2016,Florida,14, 87.04,   9   4   74.47(  25)    1   2  ,  85.09   17 ,  85.04   16 ,  89.01   12
2016,Virginia Tech,15, 85.25,  10   4   73.56(  35)    0   1  ,  85.93   16 ,  85.08   15 ,  84.79   16
2016,Kansas State,16, 84.75,   9   4   73.16(  39)    0   1  ,  82.43   18 ,  83.30   18 ,  86.43   15
2016,Auburn,17, 83.40,   8   5   76.96(   7)    1   3  ,  86.66   12 ,  84.88   17 ,  81.27   26
2016,Stanford,18, 83.24,  10   3   74.52(  23)    1   1  ,  81.04   27 ,  82.95   19 ,  84.02   18
2016,Western Kentucky,19, 83.07,  11   3   59.65( 111)    0   1  ,  81.92   21 ,  82.18   22 ,  83.80   19
2016,Tennessee,20, 82.68,   9   4   73.73(  31)    0   1  ,  81.27   26 ,  82.32   20 ,  83.16   21
2016,Western Michigan,21, 82.22,  13   1   59.32( 114)    0   1  ,  81.60   23 ,  82.16   23 ,  82.18   24
2016,Louisville,22, 81.96,   9   4   71.81(  54)    1   2  ,  87.92   10 ,  86.19   14 ,  78.06   35
2016,Georgia Tech,23, 81.11,   9   4   73.09(  42)    0   1  ,  77.90   32 ,  79.34   29 ,  83.46   20
2016,NC State,24, 80.99,   7   6   73.76(  30)    0   2  ,  79.65   29 ,  79.06   30 ,  82.54   22
2016,Minnesota,25, 80.06,   9   4   68.84(  65)    0   1  ,  76.85   40 ,  78.30   33 ,  82.39   23
2016,Colorado,26, 80.03,  10   4   74.61(  20)    0   3  ,  81.59   24 ,  81.85   24 ,  78.20   33
2016,San Diego State,27, 79.98,  11   3   60.70( 103)    0   0  ,  79.06   30 ,  77.81   34 ,  81.53   25
2016,West Virginia,28, 79.74,  10   3   75.02(  15)    0   1  ,  81.52   25 ,  82.19   21 ,  77.54   36
2016,Tulsa,29, 79.72,  10   3   61.33(  95)    0   1  ,  77.83   34 ,  78.80   31 ,  80.78   28
2016,Texas A&amp;M,30, 79.53,   8   5   73.11(  40)    0   2  ,  82.17   20 ,  81.54   25 ,  77.29   38
2016,North Carolina,31, 79.45,   8   5   76.50(  10)    1   0  ,  81.91   22 ,  81.13   26 ,  77.41   37
2016,South Florida,32, 79.42,  11   2   64.31(  84)    0   1  ,  76.69   41 ,  78.44   32 ,  80.92   27
2016,James Madison,33, 79.16,  14   1   51.99( 152)    0   0  ,  73.92   52 ,  75.85   42 ,  84.07   17
2016,Washington State,34, 79.08,   8   5   71.85(  51)    0   1  ,  82.32   19 ,  80.82   27 ,  76.80   39
2016,Northwestern,35, 78.72,   7   6   72.45(  47)    0   2  ,  77.58   35 ,  77.37   38 ,  79.75   30
2016,BYU,36, 78.27,   9   4   65.97(  75)    0   0  ,  77.11   38 ,  77.53   37 ,  78.90   31
2016,Utah,37, 77.91,   9   4   70.35(  60)    1   1  ,  76.64   42 ,  77.61   36 ,  78.30   32
2016,Georgia,38, 77.48,   8   5   72.40(  48)    0   0  ,  73.64   53 ,  75.68   43 ,  80.15   29
2016,Pittsburgh,39, 77.44,   8   5   76.83(   9)    1   0  ,  80.57   28 ,  79.92   28 ,  74.81   45
2016,Appalachian State,40, 76.74,  10   3   62.01(  91)    0   0  ,  74.50   48 ,  75.56   45 ,  78.12   34
2016,Iowa,41, 76.45,   8   5   73.66(  33)    1   1  ,  77.85   33 ,  77.74   35 ,  74.93   44
2016,Baylor,42, 76.34,   7   6   69.90(  62)    0   1  ,  77.15   37 ,  76.13   40 ,  75.86   41
2016,Temple,43, 75.46,  10   4   63.53(  86)    0   0  ,  78.30   31 ,  76.71   39 ,  73.49   48
2016,North Dakota State,44, 74.29,  12   2   60.91(  97)    0   0  ,  72.97   55 ,  74.00   52 ,  74.69   46
2016,Nebraska,45, 74.18,   9   4   71.32(  57)    0   2  ,  74.23   49 ,  75.64   44 ,  73.01   51
2016,Arkansas,46, 74.06,   7   6   76.22(  11)    0   2  ,  73.95   50 ,  74.78   49 ,  73.37   49
2016,Mississippi State,47, 74.05,   6   7   71.70(  55)    0   2  ,  71.16   59 ,  72.10   57 ,  76.27   40
2016,Wake Forest,48, 73.93,   7   6   70.81(  59)    0   2  ,  71.61   58 ,  72.64   56 ,  75.41   43
2016,TCU,49, 73.35,   6   7   73.99(  29)    0   1  ,  75.56   45 ,  74.94   47 ,  71.39   56
2016,Memphis,50, 73.16,   8   5   66.82(  71)    0   0  ,  76.30   44 ,  74.25   51 ,  71.17   57
2016,Notre Dame,51, 72.95,   4   8   73.28(  38)    0   1  ,  77.01   39 ,  74.34   50 ,  70.53   59
2016,Toledo,52, 72.51,   9   4   60.87(  99)    0   0  ,  73.95   51 ,  73.53   53 ,  71.10   58
2016,Air Force,53, 72.50,  10   3   59.85( 108)    0   0  ,  69.57   69 ,  71.07   60 ,  74.36   47
2016,Eastern Washington,54, 72.27,  12   2   53.85( 145)    0   0  ,  70.31   64 ,  71.44   58 ,  73.28   50
2016,Arkansas State,55, 72.22,   8   5   59.28( 116)    0   0  ,  68.62   73 ,  69.17   67 ,  75.62   42
2016,Houston,56, 71.85,   9   4   65.90(  76)    1   0  ,  76.64   43 ,  76.08   41 ,  67.85   68
2016,Mississippi,57, 71.59,   5   7   77.66(   4)    0   3  ,  77.38   36 ,  75.11   46 ,  67.63   70
2016,California,58, 71.35,   5   7   74.59(  21)    0   2  ,  70.65   62 ,  70.75   63 ,  71.69   55
2016,Louisiana Tech,59, 70.78,   9   5   60.66( 104)    0   0  ,  71.81   57 ,  71.13   59 ,  69.89   61
2016,Texas,60, 70.63,   5   7   73.54(  36)    0   1  ,  74.58   47 ,  72.80   55 ,  67.80   69
2016,Navy,61, 70.31,   9   5   67.62(  69)    0   0  ,  73.20   54 ,  72.86   54 ,  67.60   71
2016,Boston College,62, 70.28,   7   6   71.33(  56)    0   2  ,  66.74   79 ,  68.43   69 ,  72.68   52
2016,Troy,63, 69.76,  10   3   59.24( 117)    0   1  ,  70.40   63 ,  70.79   62 ,  68.60   65
2016,Boise State,64, 69.62,  10   3   66.46(  72)    0   0  ,  74.63   46 ,  74.83   48 ,  65.02   84
2016,Kentucky,65, 69.61,   7   6   72.52(  46)    0   1  ,  68.93   71 ,  69.36   66 ,  69.72   62
2016,Vanderbilt,66, 69.57,   6   7   74.50(  24)    0   0  ,  69.96   67 ,  69.83   64 ,  68.95   64
2016,Youngstown State,67, 69.48,  12   4   59.74( 110)    0   0  ,  65.86   82 ,  67.20   76 ,  72.23   54
2016,Texas Tech,68, 69.14,   5   7   73.06(  43)    0   1  ,  72.61   56 ,  70.93   61 ,  66.62   76
2016,Indiana,69, 68.84,   6   7   69.76(  63)    0   2  ,  70.05   66 ,  69.14   68 ,  67.91   67
2016,UCLA,70, 68.27,   4   8   74.64(  19)    0   1  ,  71.08   61 ,  69.54   65 ,  66.24   79
2016,Iowa State,71, 68.18,   3   9   73.72(  32)    0   1  ,  70.17   65 ,  68.19   71 ,  67.14   75
2016,Colorado State,72, 67.96,   7   6   65.57(  77)    0   0  ,  68.64   72 ,  68.14   72 ,  67.29   74
2016,Idaho,73, 67.89,   9   4   59.08( 120)    0   1  ,  62.04   94 ,  64.73   86 ,  72.35   53
2016,Old Dominion,74, 67.66,  10   3   56.39( 135)    0   0  ,  64.38   85 ,  66.50   79 ,  69.43   63
2016,Oregon State,75, 67.59,   4   8   73.11(  41)    0   1  ,  68.07   75 ,  67.05   77 ,  67.43   73
2016,New Mexico,76, 67.43,   9   4   58.72( 122)    0   0  ,  63.79   87 ,  65.10   84 ,  70.19   60
2016,Oregon,77, 67.40,   4   8   74.93(  16)    0   2  ,  68.40   74 ,  67.83   74 ,  66.46   77
2016,Wyoming,78, 66.97,   8   6   66.03(  74)    0   0  ,  67.97   76 ,  68.10   73 ,  65.63   83
2016,Duke,79, 66.61,   4   8   75.63(  12)    0   0  ,  69.79   68 ,  67.77   75 ,  64.50   85
2016,Missouri,80, 66.29,   4   8   71.24(  58)    0   1  ,  67.28   77 ,  65.82   82 ,  65.90   81
2016,South Carolina,81, 66.18,   6   7   72.70(  45)    0   1  ,  66.03   80 ,  66.27   81 ,  65.87   82
2016,South Dakota State,82, 65.96,   9   4   58.52( 123)    0   0  ,  63.45   89 ,  64.57   88 ,  67.54   72
2016,Syracuse,83, 65.95,   4   8   76.93(   8)    0   2  ,  64.59   84 ,  65.61   83 ,  66.37   78
2016,Michigan State,84, 65.93,   3   9   74.53(  22)    0   3  ,  71.11   60 ,  68.22   70 ,  62.57   93
2016,Wofford,85, 65.56,  10   4   55.90( 138)    0   0  ,  62.29   93 ,  63.48   90 ,  67.93   66
2016,Central Florida(UCF),86, 64.70,   6   7   64.92(  80)    0   1  ,  69.40   70 ,  67.05   78 ,  61.42  100
2016,Army West Point,87, 64.32,   8   5   57.28( 132)    0   0  ,  64.91   83 ,  64.98   85 ,  63.39   89
2016,Maryland,88, 63.98,   6   7   68.91(  64)    0   2  ,  64.01   86 ,  64.68   87 ,  63.24   91
2016,Sam Houston State,89, 63.87,  12   1   41.36( 203)    0   0  ,  59.84  105 ,  62.28   95 ,  66.21   80
2016,Arizona State,90, 63.86,   5   7   71.91(  50)    0   2  ,  66.87   78 ,  66.41   80 ,  61.00  102
2016,Jacksonville State,91, 63.82,  10   2   48.31( 170)    0   1  ,  62.54   92 ,  63.55   89 ,  64.17   87
2016,SMU,92, 63.13,   5   7   68.75(  66)    0   0  ,  61.51   99 ,  63.10   94 ,  63.47   88
2016,Southern Miss,93, 63.09,   7   6   58.44( 124)    0   1  ,  61.67   98 ,  61.65   97 ,  64.24   86
2016,Chattanooga,94, 63.02,   9   4   52.16( 151)    0   1  ,  63.58   88 ,  63.12   93 ,  62.43   94
2016,Northern Iowa,95, 62.48,   5   6   59.29( 115)    0   0  ,  65.93   81 ,  63.37   91 ,  60.39  106
2016,Northern Illinois,96, 62.34,   5   7   61.98(  92)    0   0  ,  63.34   91 ,  62.04   96 ,  61.84   99
2016,Ohio,97, 62.20,   8   6   58.00( 129)    0   0  ,  63.35   90 ,  63.19   92 ,  60.87  103
2016,The Citadel,98, 61.60,  10   2   54.07( 144)    0   0  ,  58.35  113 ,  60.76  100 ,  63.11   92
2016,Central Arkansas,99, 61.32,  10   3   48.17( 171)    0   0  ,  59.91  104 ,  60.74  101 ,  61.92   98
2016,UTSA,100, 61.18,   6   7   59.48( 113)    0   0  ,  59.73  107 ,  59.80  107 ,  62.29   96
2016,Coastal Carolina,101, 61.16,  10   2   39.75( 209)    0   0  ,  58.70  112 ,  60.16  104 ,  62.43   95
2016,Arizona,102, 61.14,   3   9   74.65(  18)    0   2  ,  60.52  102 ,  60.76   99 ,  61.31  101
2016,Charleston Southern,103, 60.73,   7   4   52.90( 148)    0   1  ,  60.85  101 ,  60.40  103 ,  60.57  105
2016,Hawai'i,104, 60.62,   7   7   61.41(  94)    0   1  ,  56.20  122 ,  58.75  110 ,  63.26   90
2016,Miami-Ohio,105, 60.51,   6   7   58.21( 127)    0   0  ,  59.29  108 ,  58.42  114 ,  61.99   97
2016,Villanova,106, 60.11,   9   4   49.73( 165)    0   0  ,  59.02  109 ,  59.23  109 ,  60.78  104
2016,Virginia,107, 59.99,   2  10   72.99(  44)    0   0  ,  61.87   95 ,  60.09  105 ,  58.92  109
2016,Georgia Southern,108, 59.67,   5   7   63.52(  87)    0   0  ,  61.85   96 ,  60.92   98 ,  57.80  114
2016,Tulane,109, 59.62,   4   8   65.15(  78)    0   0  ,  60.96  100 ,  59.89  106 ,  58.64  110
2016,Illinois State,110, 59.39,   6   6   55.97( 136)    0   0  ,  58.25  114 ,  58.05  117 ,  60.35  107
2016,Illinois,111, 59.21,   3   9   73.50(  37)    0   2  ,  59.82  106 ,  59.30  108 ,  58.62  111
2016,Utah State,112, 58.85,   3   9   68.62(  68)    0   1  ,  61.75   97 ,  60.60  102 ,  56.40  120
2016,Eastern Michigan,113, 58.17,   7   6   60.80( 100)    0   0  ,  58.09  115 ,  58.61  111 ,  57.62  115
2016,Louisiana-Lafayette,114, 58.11,   6   7   60.78( 101)    0   0  ,  57.94  116 ,  57.82  119 ,  58.04  113
2016,North Dakota,115, 57.86,   9   3   47.94( 173)    0   0  ,  54.59  129 ,  56.19  121 ,  59.87  108
2016,Samford,116, 57.65,   7   5   57.30( 131)    0   0  ,  57.59  117 ,  58.12  116 ,  57.06  117
2016,Cincinnati,117, 57.46,   4   8   66.19(  73)    0   0  ,  58.74  111 ,  58.48  113 ,  56.05  122
2016,East Carolina,118, 57.46,   3   9   68.66(  67)    0   0  ,  60.45  103 ,  58.49  112 ,  55.40  125
2016,Central Michigan,119, 57.27,   6   7   62.53(  89)    0   0  ,  57.32  118 ,  58.00  118 ,  56.49  119
2016,Richmond,120, 56.76,  10   4   49.91( 163)    0   0  ,  55.13  126 ,  56.16  122 ,  57.45  116
2016,Nevada,121, 56.40,   5   7   58.89( 121)    0   0  ,  55.96  123 ,  55.63  124 ,  56.74  118
2016,New Hampshire,122, 56.23,   8   5   47.84( 174)    0   0  ,  53.04  139 ,  54.25  130 ,  58.36  112
2016,Middle Tennessee,123, 56.16,   8   5   57.83( 130)    0   0  ,  58.82  110 ,  58.35  115 ,  53.49  132
2016,South Alabama,124, 56.11,   6   7   60.75( 102)    0   0  ,  56.28  121 ,  56.48  120 ,  55.50  124
2016,Kansas,125, 55.22,   2  10   74.28(  27)    0   1  ,  56.65  119 ,  55.79  123 ,  54.01  130
2016,Purdue,126, 54.97,   3   9   70.16(  61)    0   1  ,  55.64  125 ,  54.92  127 ,  54.42  128
2016,Southern Utah,127, 54.76,   6   5   50.33( 159)    0   0  ,  52.43  142 ,  53.19  136 ,  56.32  121
2016,Princeton,128, 54.26,   8   2   34.84( 219)    0   0  ,  53.95  133 ,  53.70  133 ,  54.41  129
2016,San Diego,129, 54.08,  11   2   30.93( 233)    0   0  ,  51.49  145 ,  52.55  140 ,  55.70  123
2016,Lehigh,130, 53.84,   9   3   42.16( 201)    0   0  ,  53.07  138 ,  53.87  131 ,  53.81  131
2016,San Jose State,131, 53.71,   4   8   65.10(  79)    0   0  ,  53.84  135 ,  53.81  132 ,  53.30  133
2016,Ball State,132, 53.51,   4   8   58.11( 128)    0   0  ,  55.93  124 ,  54.66  128 ,  51.55  138
2016,Bowling Green,133, 53.34,   4   8   60.56( 105)    0   1  ,  51.08  146 ,  51.87  142 ,  54.79  126
2016,Montana,134, 53.28,   6   5   47.16( 179)    0   0  ,  56.39  120 ,  55.23  125 ,  50.55  147
2016,Western Illinois,135, 53.26,   6   5   55.91( 137)    0   0  ,  53.74  136 ,  54.55  129 ,  51.96  136
2016,South Dakota,136, 52.77,   4   7   59.83( 109)    0   0  ,  54.24  130 ,  53.66  134 ,  51.34  140
2016,Cal Poly-SLO,137, 52.55,   7   5   51.80( 153)    0   0  ,  52.46  141 ,  53.23  135 ,  51.84  137
2016,Akron,138, 52.53,   5   7   60.11( 107)    0   1  ,  54.84  128 ,  55.07  126 ,  49.72  156
2016,Grambling State,139, 52.33,  12   1   27.82( 248)    0   0  ,  48.82  158 ,  50.36  152 ,  54.53  127
2016,Georgia State,140, 52.32,   3   9   63.08(  88)    0   1  ,  54.89  127 ,  52.86  137 ,  50.68  145
2016,Mercer,141, 51.74,   6   5   51.68( 155)    0   0  ,  49.82  154 ,  50.85  148 ,  52.71  134
2016,Massachusetts,142, 51.48,   2  10   67.61(  70)    0   0  ,  53.71  137 ,  52.32  141 ,  49.77  155
2016,Furman,143, 51.43,   3   8   54.89( 142)    0   0  ,  54.00  132 ,  51.17  145 ,  50.28  149
2016,Fla. International,144, 51.38,   4   8   59.14( 119)    0   0  ,  49.96  153 ,  50.15  154 ,  52.35  135
2016,UNLV,145, 51.15,   4   8   61.49(  93)    0   0  ,  53.93  134 ,  52.63  139 ,  48.81  161
2016,North Texas,146, 51.11,   5   8   60.45( 106)    0   0  ,  52.70  140 ,  52.85  138 ,  49.09  159
2016,Kennesaw State,147, 51.07,   8   3   45.83( 189)    0   0  ,  50.76  149 ,  51.04  146 ,  50.91  143
2016,Southern Illinois,148, 51.02,   4   7   52.35( 150)    0   0  ,  52.31  143 ,  50.82  149 ,  50.35  148
2016,Albany-NY,149, 50.95,   7   4   45.30( 193)    0   0  ,  50.43  151 ,  50.71  150 ,  50.98  142
2016,Liberty,150, 50.69,   6   5   49.84( 164)    0   0  ,  50.89  148 ,  50.92  147 ,  50.16  150
2016,Northern Arizona,151, 50.40,   5   6   53.51( 146)    0   0  ,  51.00  147 ,  50.28  153 ,  49.92  154
2016,Louisiana-Monroe,152, 50.26,   4   8   64.08(  85)    0   1  ,  47.91  162 ,  49.36  156 ,  51.39  139
2016,Kent State,153, 50.25,   3   9   59.61( 112)    0   1  ,  54.02  131 ,  51.79  143 ,  47.46  169
2016,Connecticut,154, 50.11,   3   9   64.76(  82)    0   0  ,  51.87  144 ,  51.70  144 ,  48.10  167
2016,Tennessee-Martin,155, 50.07,   7   5   46.80( 184)    0   0  ,  48.25  161 ,  49.05  159 ,  51.07  141
